date,restaurant_id,restaurant_name,city,total_sales_mxn,customers,avg_ticket_mxn,pct_food_sales,pct_drink_sales,pct_dessert_sales,pct_card_payments,pct_cash_payments,pct_online_payments,is_weekend,day_of_week,holiday_flag
2024-01-01,1,Vikingos Grill Norte,Monterrey,20235.21,213,95.0,0.5488011063606947,0.38050163065804443,0.07069726298126072,0.07569012855602784,0.026705796674528593,0.8976040747694435,False,Monday,True
2024-01-02,1,Vikingos Grill Norte,Monterrey,25106.46,258,97.31,0.003916427195593581,0.6597059756797414,0.3363775971246649,0.3718002977597667,0.3125947886633594,0.31560491357687387,False,Tuesday,False
2024-01-03,1,Vikingos Grill Norte,Monterrey,19088.83,124,153.94,0.3046859769719794,0.18545189156142977,0.5098621314665907,0.15780486043324113,0.36292607039767033,0.4792690691690884,False,Wednesday,False
2024-01-04,1,Vikingos Grill Norte,Monterrey,24595.42,208,118.25,0.12090295871302809,0.3919236906274932,0.4871733506594788,0.040657793322410186,0.7995268851439777,0.1598153215336121,False,Thursday,False
2024-01-05,1,Vikingos Grill Norte,Monterrey,15297.13,205,74.62,0.6187625200748591,0.3113756096466523,0.06986187027848846,0.21915843333344226,0.011219662449651014,0.7696219042169067,False,Friday,False
2024-01-06,1,Vikingos Grill Norte,Monterrey,21701.45,158,137.35,0.19671929281081232,0.386601787780081,0.4166789194091066,0.03938547431213363,0.6730603660616536,0.2875541596262128,True,Saturday,False
2024-01-07,1,Vikingos Grill Norte,Monterrey,21323.1,228,93.52,0.2594866805681318,0.6108981431439701,0.12961517628789823,0.3273370623690816,0.4093503158215531,0.26331262180936527,True,Sunday,False
2024-01-08,1,Vikingos Grill Norte,Monterrey,15927.13,272,58.56,0.26089766188338886,0.6189400266135089,0.12016231150310214,0.2686430988417986,0.012843917418972775,0.7185129837392285,False,Monday,False
2024-01-09,1,Vikingos Grill Norte,Monterrey,14953.85,250,59.82,0.001894735101612746,0.578230750968461,0.41987451392992625,0.45687586519768314,0.5162051463681092,0.0269189884342076,False,Tuesday,False
2024-01-10,1,Vikingos Grill Norte,Monterrey,14223.52,204,69.72,0.5906553484373568,0.2899919260892901,0.11935272547335306,0.07897821460299521,0.44798738192288773,0.473034403474117,False,Wednesday,False
2024-01-11,1,Vikingos Grill Norte,Monterrey,21656.37,287,75.46,0.7400749442015008,0.2167287975837143,0.043196258214784976,0.3565462104996287,0.4082862537934144,0.23516753570695695,False,Thursday,False
2024-01-12,1,Vikingos Grill Norte,Monterrey,17838.78,298,59.86,0.5589903478229773,0.42155153551358915,0.0194581166634335,0.09860460463273812,0.027580614499026452,0.8738147808682354,False,Friday,False
2024-01-13,1,Vikingos Grill Norte,Monterrey,18412.92,120,153.44,0.745010079103457,0.08970999265530744,0.16527992824123547,0.8056170376705409,0.14857397518431403,0.045808987145144996,True,Saturday,False
2024-01-14,1,Vikingos Grill Norte,Monterrey,14361.78,194,74.03,0.5000535674680379,0.3109406758618517,0.18900575667011052,0.5279279720626954,0.41893350021451187,0.053138527722792775,True,Sunday,False
2024-01-15,1,Vikingos Grill Norte,Monterrey,18436.85,268,68.79,0.38361082910852223,0.527264334191432,0.08912483670004583,0.12505372013436253,0.2774606793443002,0.5974856005213373,False,Monday,False
2024-01-16,1,Vikingos Grill Norte,Monterrey,19332.54,233,82.97,0.005527506598214425,0.5664063825331869,0.42806611086859864,0.317629255941348,0.16146616850478962,0.5209045755538624,False,Tuesday,False
2024-01-17,1,Vikingos Grill Norte,Monterrey,17274.21,240,71.98,0.3050879869084992,0.5063940541228347,0.18851795896866622,0.49970076334288044,0.4596736617491092,0.04062557490801038,False,Wednesday,False
2024-01-18,1,Vikingos Grill Norte,Monterrey,9365.53,218,42.96,0.25526763264633795,0.02861777755319337,0.7161145898004686,0.6479794148883843,0.049027135483984206,0.3029934496276316,False,Thursday,False
2024-01-19,1,Vikingos Grill Norte,Monterrey,17134.38,235,72.91,0.03085665276914662,0.13252381618430709,0.8366195310465462,0.0980631392833709,0.3945792803868064,0.5073575803298227,False,Friday,False
2024-01-20,1,Vikingos Grill Norte,Monterrey,21559.64,174,123.91,0.18617460387991708,0.40623582777825024,0.4075895683418327,0.28787822880200087,0.03549934616726642,0.6766224250307328,True,Saturday,False
2024-01-21,1,Vikingos Grill Norte,Monterrey,13542.59,191,70.9,0.02013765169120952,0.4323493166851159,0.5475130316236747,0.016875763454987425,0.7240151827216473,0.2591090538233652,True,Sunday,False
2024-01-22,1,Vikingos Grill Norte,Monterrey,13219.63,243,54.4,0.2654478430079657,0.11053623551799904,0.6240159214740354,0.21581306021290453,0.6084895333442486,0.1756974064428467,False,Monday,False
2024-01-23,1,Vikingos Grill Norte,Monterrey,21660.83,158,137.09,0.5206918829880781,0.24821023694582384,0.23109788006609813,0.10449269187840092,0.03688159655475498,0.8586257115668442,False,Tuesday,False
2024-01-24,1,Vikingos Grill Norte,Monterrey,19169.47,259,74.01,0.19365346288226795,0.2009128307395031,0.6054337063782288,0.3809979149938271,0.36542277382780863,0.25357931117836413,False,Wednesday,False
2024-01-25,1,Vikingos Grill Norte,Monterrey,14939.89,231,64.67,0.0518967460098149,0.6735996260165293,0.27450362797365585,0.0076651850722619175,0.08876472505376233,0.9035700898739757,False,Thursday,False
2024-01-26,1,Vikingos Grill Norte,Monterrey,26395.99,243,108.63,0.4131195841032848,0.09940073925570003,0.4874796766410152,0.13296425884762167,0.1932599049060496,0.6737758362463286,False,Friday,False
2024-01-27,1,Vikingos Grill Norte,Monterrey,22335.19,240,93.06,0.5331835012715248,0.41788786257824323,0.048928636150231956,0.43814062311608437,0.29453027102161816,0.2673291058622975,True,Saturday,False
2024-01-28,1,Vikingos Grill Norte,Monterrey,17653.04,237,74.49,0.4630654715588086,0.2074661559601898,0.32946837248100164,0.31223573426115026,0.3845329702866843,0.30323129545216543,True,Sunday,False
2024-01-29,1,Vikingos Grill Norte,Monterrey,20815.5,177,117.6,0.23690786389646232,0.017694898100504987,0.7453972380030327,0.031989995708100176,0.462959959484571,0.5050500448073288,False,Monday,False
2024-01-30,1,Vikingos Grill Norte,Monterrey,16994.42,255,66.64,0.004852687188688279,0.8210253571623949,0.17412195564891686,0.3939823909616565,0.383891230380925,0.22212637865741847,False,Tuesday,False
2024-01-31,1,Vikingos Grill Norte,Monterrey,14189.43,144,98.54,0.7706478406000515,0.15421085215707087,0.07514130724287751,0.17110210689455846,0.5785064635546089,0.2503914295508327,False,Wednesday,False
2024-02-01,1,Vikingos Grill Norte,Monterrey,14022.64,227,61.77,0.16699216240931547,0.8066047531160223,0.026403084474662292,0.174795684674296,0.5021630134793118,0.3230413018463922,False,Thursday,False
2024-02-02,1,Vikingos Grill Norte,Monterrey,22873.73,272,84.09,0.18180178015467313,0.14183724305042017,0.6763609767949067,0.2712862343111084,0.32952072304509566,0.3991930426437961,False,Friday,False
2024-02-03,1,Vikingos Grill Norte,Monterrey,20317.71,412,49.31,0.4146228588528759,0.27186204580101125,0.3135150953461127,0.3774854820149645,0.5245010397821833,0.09801347820285207,True,Saturday,False
2024-02-04,1,Vikingos Grill Norte,Monterrey,14522.29,208,69.82,0.5655704458711285,0.02397714063152727,0.4104524134973444,0.38851360261623524,0.1676786553204598,0.4438077420633049,True,Sunday,False
2024-02-05,1,Vikingos Grill Norte,Monterrey,15876.31,274,57.94,0.05796842758229435,0.31509963299273364,0.6269319394249719,0.18593419314056392,0.7458381130627546,0.06822769379668149,False,Monday,False
2024-02-06,1,Vikingos Grill Norte,Monterrey,18205.07,187,97.35,0.2519622700822897,0.32860486825144425,0.419432861666266,0.7693509678837309,0.15006424616023736,0.08058478595603176,False,Tuesday,False
2024-02-07,1,Vikingos Grill Norte,Monterrey,15021.96,262,57.34,0.8433205829925646,0.11921388516568905,0.03746553184174623,0.5229859361071693,0.28759591974260146,0.18941814415022934,False,Wednesday,False
2024-02-08,1,Vikingos Grill Norte,Monterrey,12598.67,203,62.06,0.13556330035582795,0.2295019528322724,0.6349347468118995,0.47107936552957785,0.40553400320983557,0.12338663126058654,False,Thursday,False
2024-02-09,1,Vikingos Grill Norte,Monterrey,27549.7,271,101.66,0.4288107258363073,0.2243700725466342,0.3468192016170584,0.9113925917821665,0.00931717076587136,0.07929023745196204,False,Friday,False
2024-02-10,1,Vikingos Grill Norte,Monterrey,19997.19,258,77.51,0.45194607879810483,0.07238968696834747,0.47566423423354764,0.4580007849778682,0.13580058096895267,0.406198634053179,True,Saturday,False
2024-02-11,1,Vikingos Grill Norte,Monterrey,25345.85,148,171.26,0.6615528749263188,0.03042425007033681,0.3080228750033446,0.27128817674978184,0.1930066419344445,0.5357051813157737,True,Sunday,False
2024-02-12,1,Vikingos Grill Norte,Monterrey,13583.21,243,55.9,0.06485242409771076,0.9113368832705655,0.023810692631723824,0.19347372919571776,0.6184450453654297,0.1880812254388526,False,Monday,False
2024-02-13,1,Vikingos Grill Norte,Monterrey,25137.08,158,159.1,0.14456858374950685,0.18604562118238874,0.6693857950681046,0.08005904928977646,0.5331103307493704,0.38683061996085316,False,Tuesday,False
2024-02-14,1,Vikingos Grill Norte,Monterrey,19264.46,188,102.47,0.031810717981700404,0.16547566294892818,0.8027136190693713,0.011547397903091925,0.8260900075284378,0.16236259456847027,False,Wednesday,False
2024-02-15,1,Vikingos Grill Norte,Monterrey,19606.57,185,105.98,0.22434370210409268,0.47507676744561905,0.30057953045028823,0.7554551631024121,0.1538466639361551,0.09069817296143282,False,Thursday,False
2024-02-16,1,Vikingos Grill Norte,Monterrey,21362.82,250,85.45,0.823617724590119,0.09410125119180468,0.08228102421807627,0.3267200262572504,0.09089410633291176,0.582385867409838,False,Friday,False
2024-02-17,1,Vikingos Grill Norte,Monterrey,17020.43,274,62.12,0.4786987743581199,0.48381312677406885,0.037488098867811154,0.48676756097885626,0.1471118614645156,0.3661205775566282,True,Saturday,False
2024-02-18,1,Vikingos Grill Norte,Monterrey,21068.79,204,103.28,0.17226561469119794,0.003807685705972341,0.8239266996028297,0.02752830913096564,0.11061683563574971,0.8618548552332848,True,Sunday,False
2024-02-19,1,Vikingos Grill Norte,Monterrey,18436.48,249,74.04,0.5147307461107082,0.3065083285260053,0.1787609253632864,0.1369064083170178,0.3835309735779186,0.4795626181050636,False,Monday,False
2024-02-20,1,Vikingos Grill Norte,Monterrey,20808.54,251,82.9,0.11426591939457763,0.8149049822737573,0.07082909833166512,0.22358925393310908,0.16333469316392124,0.6130760529029696,False,Tuesday,False
2024-02-21,1,Vikingos Grill Norte,Monterrey,14285.26,203,70.37,0.060497529925378386,0.5619877230017674,0.37751474707285426,0.07605820661411365,0.0626790557593546,0.8612627376265317,False,Wednesday,False
2024-02-22,1,Vikingos Grill Norte,Monterrey,15880.33,231,68.75,0.01819305914331722,0.885594670802528,0.09621227005415485,0.09113834391877124,0.32978605449694925,0.5790756015842794,False,Thursday,False
2024-02-23,1,Vikingos Grill Norte,Monterrey,14767.0,209,70.66,0.5229651206597603,0.28473146253466863,0.192303416805571,0.7483474906328611,0.03724936848377256,0.21440314088336646,False,Friday,False
2024-02-24,1,Vikingos Grill Norte,Monterrey,17916.69,205,87.4,0.18725844003322215,0.4087373664118813,0.4040041935548966,0.3180502362645677,0.41612455431228,0.26582520942315235,True,Saturday,False
2024-02-25,1,Vikingos Grill Norte,Monterrey,17510.58,240,72.96,0.12846974053472646,0.7748991512092968,0.09663110825597669,0.48446044401596416,0.0017937247373969035,0.5137458312466389,True,Sunday,False
2024-02-26,1,Vikingos Grill Norte,Monterrey,19008.42,220,86.4,0.017553308433549294,0.18480551243466728,0.7976411791317833,0.25331873275227085,0.33959538237169107,0.4070858848760381,False,Monday,False
2024-02-27,1,Vikingos Grill Norte,Monterrey,27689.32,181,152.98,0.2710535318332273,0.7145847404883893,0.01436172767838348,0.05950065113314583,0.5418937703205767,0.39860557854627754,False,Tuesday,False
2024-02-28,1,Vikingos Grill Norte,Monterrey,27854.11,179,155.61,0.28095066597079005,0.18022800377281356,0.5388213302563963,0.31293333183240934,0.6289795600783553,0.05808710808923543,False,Wednesday,False
2024-02-29,1,Vikingos Grill Norte,Monterrey,19537.9,313,62.42,0.11554075580680348,0.5243632237481607,0.3600960204450359,0.04103656022666944,0.5591745936095514,0.3997888461637793,False,Thursday,False
2024-03-01,1,Vikingos Grill Norte,Monterrey,12058.95,311,38.77,0.5675352994475961,0.4227346718616148,0.009730028690789188,0.01235521129084173,0.21840486487639635,0.7692399238327619,False,Friday,False
2024-03-02,1,Vikingos Grill Norte,Monterrey,10290.89,287,35.86,0.48853883063846254,0.2573845015429199,0.25407666781861743,0.42511348603869586,0.3601914122906641,0.21469510167064007,True,Saturday,False
2024-03-03,1,Vikingos Grill Norte,Monterrey,18023.6,222,81.19,0.2342119523329944,0.46292626228428807,0.3028617853827175,0.278232868823648,0.5863518308337038,0.1354153003426482,True,Sunday,False
2024-03-04,1,Vikingos Grill Norte,Monterrey,18541.33,245,75.68,0.11112679864870922,0.4767894248403476,0.4120837765109432,0.26434972758384545,0.07186065284360105,0.6637896195725534,False,Monday,False
2024-03-05,1,Vikingos Grill Norte,Monterrey,24980.18,225,111.02,0.21291539143394578,0.5543235948734224,0.23276101369263175,0.23979888010000255,0.6096856872205062,0.1505154326794911,False,Tuesday,False
2024-03-06,1,Vikingos Grill Norte,Monterrey,20904.19,288,72.58,0.759256876983806,0.14932507619936938,0.09141804681682446,0.0109524413061782,0.3226998637295871,0.6663476949642346,False,Wednesday,False
2024-03-07,1,Vikingos Grill Norte,Monterrey,12675.34,118,107.42,0.6710357951563626,0.12250091328693297,0.20646329155670448,0.5087571268589834,0.16785411220412644,0.3233887609368901,False,Thursday,False
2024-03-08,1,Vikingos Grill Norte,Monterrey,10334.78,217,47.63,0.1180370034784712,0.7516525875401684,0.13031040898136034,0.23773407057076185,0.598477877100774,0.163788052328464,False,Friday,False
2024-03-09,1,Vikingos Grill Norte,Monterrey,19649.69,173,113.58,0.0693218494818228,0.14646403672371736,0.7842141137944598,0.3323580089072713,0.5697898386864318,0.0978521524062968,True,Saturday,False
2024-03-10,1,Vikingos Grill Norte,Monterrey,15613.84,180,86.74,0.46801194969466553,0.22314721662436676,0.30884083368096776,0.4744780508383859,0.17753071613000984,0.34799123303160423,True,Sunday,False
2024-03-11,1,Vikingos Grill Norte,Monterrey,26841.26,221,121.45,0.015219272360678236,0.609630428910759,0.3751502987285626,0.018186179359525868,0.4409552586863891,0.540858561954085,False,Monday,False
2024-03-12,1,Vikingos Grill Norte,Monterrey,17494.52,208,84.11,0.5089319868111366,0.42780423502421516,0.06326377816464825,0.172675855476509,0.34019644258767257,0.4871277019358185,False,Tuesday,False
2024-03-13,1,Vikingos Grill Norte,Monterrey,11181.64,288,38.83,0.30518222900311415,0.67644810725954,0.01836966373734581,0.07663900369529292,0.3291432058378044,0.5942177904669027,False,Wednesday,False
2024-03-14,1,Vikingos Grill Norte,Monterrey,31854.96,275,115.84,0.0772683927080942,0.4042932613582154,0.5184383459336904,0.2607364839566029,0.29452119193343185,0.44474232410996534,False,Thursday,False
2024-03-15,1,Vikingos Grill Norte,Monterrey,15090.42,165,91.46,0.03937082003425087,0.6827318981697336,0.2778972817960155,0.33594615187632054,0.4601049137162589,0.20394893440742057,False,Friday,False
2024-03-16,1,Vikingos Grill Norte,Monterrey,18348.16,176,104.25,0.31376228310793286,0.48566985066575924,0.20056786622630804,0.1481336491500325,0.3622488217558788,0.4896175290940886,True,Saturday,False
2024-03-17,1,Vikingos Grill Norte,Monterrey,22167.8,315,70.37,0.07753892832662193,0.7585022220076386,0.1639588496657395,0.49776042943038484,0.19731233243053384,0.30492723813908135,True,Sunday,False
2024-03-18,1,Vikingos Grill Norte,Monterrey,15072.11,195,77.29,0.28189998327567567,0.45816496340267987,0.25993505332164446,0.7330207912149356,0.026998426549679037,0.23998078223538552,False,Monday,False
2024-03-19,1,Vikingos Grill Norte,Monterrey,19217.06,217,88.56,0.028875615705988136,0.12326612872761361,0.8478582555663982,0.5011623183733728,0.4243281863910294,0.07450949523559781,False,Tuesday,False
2024-03-20,1,Vikingos Grill Norte,Monterrey,20254.13,171,118.45,0.6146870889739636,0.18870480755198327,0.19660810347405325,0.16398933629138696,0.7326281302816836,0.10338253342692959,False,Wednesday,False
2024-03-21,1,Vikingos Grill Norte,Monterrey,14565.33,129,112.91,0.639380224715269,0.2505345990745273,0.11008517621020358,0.43783892432475174,0.15809155328476962,0.40406952239047866,False,Thursday,False
2024-03-22,1,Vikingos Grill Norte,Monterrey,17702.64,159,111.34,0.6212882762126941,0.043470854906627866,0.3352408688806779,0.030003874419710166,0.013608802155848037,0.9563873234244419,False,Friday,False
2024-03-23,1,Vikingos Grill Norte,Monterrey,22528.32,191,117.95,0.10253975876684629,0.3991984874514663,0.49826175378168736,0.4365573488872727,0.307539955738703,0.2559026953740243,True,Saturday,False
2024-03-24,1,Vikingos Grill Norte,Monterrey,20596.82,209,98.55,0.3374708772562011,0.6373028110342135,0.025226311709585374,0.30534147117245203,0.6481424054946285,0.04651612333291935,True,Sunday,False
2024-03-25,1,Vikingos Grill Norte,Monterrey,18389.65,212,86.74,0.2998976451452491,0.6472575173944888,0.05284483746026195,0.7970321013027333,0.11315878763863077,0.08980911105863591,False,Monday,False
2024-03-26,1,Vikingos Grill Norte,Monterrey,19775.03,198,99.87,0.4801181019806399,0.32486151354559767,0.19502038447376235,0.488676392401731,0.11611356432428101,0.39521004327398795,False,Tuesday,False
2024-03-27,1,Vikingos Grill Norte,Monterrey,8828.44,169,52.24,0.26358540693276367,0.15218864634589016,0.5842259467213461,0.21421746195228608,0.08102653332949691,0.7047560047182169,False,Wednesday,False
2024-03-28,1,Vikingos Grill Norte,Monterrey,21732.33,109,199.38,0.6823386244017159,0.2818627593587634,0.035798616239520596,0.6681572253929635,0.23489177413842516,0.09695100046861121,False,Thursday,False
2024-03-29,1,Vikingos Grill Norte,Monterrey,19523.23,199,98.11,0.2435578926572479,0.1918749866554601,0.5645671206872921,0.7428094719599925,0.07862708869952,0.17856343934048763,False,Friday,False
2024-03-30,1,Vikingos Grill Norte,Monterrey,21736.51,177,122.81,0.014731784300895943,0.36441813675887796,0.6208500789402261,0.4944717105216466,0.09888043722767997,0.40664785225067346,True,Saturday,False
2024-03-31,1,Vikingos Grill Norte,Monterrey,16785.56,171,98.16,0.7905634105225301,0.08045381747028049,0.12898277200718933,0.3579349011767193,0.35571445905922133,0.28635063976405933,True,Sunday,False
2024-04-01,1,Vikingos Grill Norte,Monterrey,19860.46,313,63.45,0.3171463811081648,0.463756375080331,0.21909724381150408,0.6327193526227352,0.2317204078823579,0.1355602394949071,False,Monday,False
2024-04-02,1,Vikingos Grill Norte,Monterrey,20944.65,217,96.52,0.0949134693367894,0.5031303279391772,0.4019562027240332,0.31299537446958703,0.0060510861717441855,0.6809535393586689,False,Tuesday,False
2024-04-03,1,Vikingos Grill Norte,Monterrey,18492.28,256,72.24,0.23959301492067833,0.5136782831502024,0.24672870192911925,0.08455485602465654,0.4386877729582452,0.47675737101709825,False,Wednesday,False
2024-04-04,1,Vikingos Grill Norte,Monterrey,25169.34,194,129.74,0.4600092695107051,0.43876244839949735,0.1012282820897975,0.019588804820934124,0.6828240655436592,0.2975871296354068,False,Thursday,False
2024-04-05,1,Vikingos Grill Norte,Monterrey,18250.76,274,66.61,0.6127350774919871,0.34869604601501275,0.038568876493,0.20045257669872585,0.797267878671348,0.002279544629926039,False,Friday,False
2024-04-06,1,Vikingos Grill Norte,Monterrey,13445.53,137,98.14,0.20722742093668997,0.678477214690294,0.11429536437301589,0.18013430939308986,0.5654249800337939,0.2544407105731163,True,Saturday,False
2024-04-07,1,Vikingos Grill Norte,Monterrey,16831.84,144,116.89,0.14657793329101823,0.18735425275026169,0.6660678139587202,0.15707298798504296,0.7127163405249426,0.13021067149001458,True,Sunday,False
2024-04-08,1,Vikingos Grill Norte,Monterrey,26320.3,276,95.36,0.010150840070237697,0.8388615086366155,0.1509876512931469,0.8233462253079741,0.040824120970964245,0.13582965372106173,False,Monday,False
2024-04-09,1,Vikingos Grill Norte,Monterrey,29580.12,222,133.24,0.04105560283623348,0.8196309757840832,0.13931342137968333,0.8380754452478748,0.08426904367166825,0.07765551108045697,False,Tuesday,False
2024-04-10,1,Vikingos Grill Norte,Monterrey,17852.61,192,92.98,0.34755194818403323,0.02839037301869617,0.6240576787972705,0.313164019549767,0.38542047588396455,0.3014155045662683,False,Wednesday,False
2024-04-11,1,Vikingos Grill Norte,Monterrey,23607.38,116,203.51,0.07183566763157731,0.08550509981160309,0.8426592325568196,0.7885947286776147,0.12616336213571566,0.08524190918666977,False,Thursday,False
2024-04-12,1,Vikingos Grill Norte,Monterrey,13002.41,307,42.35,0.017682907782787752,0.11675548085956838,0.8655616113576439,0.7943577004910601,0.020286243255575213,0.1853560562533646,False,Friday,False
2024-04-13,1,Vikingos Grill Norte,Monterrey,21247.52,163,130.35,0.011448512195113315,0.06322299699345585,0.9253284908114309,0.12884855479993138,0.6929254942031425,0.17822595099692604,True,Saturday,False
